Empresas do ramo alimentício de São José do Rio Preto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nome ;Segmento ;Contato;Instagram/Facebook;Número de Seguidores;Ifood;Link Ifood;Outra Plataforma de Delivery;Link da Plataforma ;Avaliação Google;Avaliação Ifood;CNPJ;Endereço;Bairro;Região Adm;CEP;Porte;CNAE;;;;;;;;;;;;;;
NUGRILL HAMBURGUERIA ARTESANAL;Lanchonetes/Hamburguerias;(17) 99643-4766; nugrill.hamburgueria;8395,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/nugrill-hamburgueria-artesanal-eldorado;One Soluções;https://www.onesolucoes.com.br/app/?id=&248&empresa=134;4,80;4,90;29.540.385/0001-61;AV MONTE APRAZIVEL, 3319 ;ELDORADO;Cidade da Criança;15043-450;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
BRITO'S PIZZARIA E LANCHONETE;Pizzarias/Massas;(17) 3236-6355;Brito's Pizzaria e Lanchonete;271,00;*;*;Plataforma Própria;https://www.britospizzaria.com.br/delivery/13377/menu;4,50;;38.799.386/0001-16;AV MONTE APRAZIVEL, 2451 ;ELDORADO;Cidade da Criança;15043-450;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
PIZZARIA SABORELLA;Pizzarias/Massas;(17) 3237-4552; saborella_pizzaria;9829,00;*;*;*;*;4,70;;03.880.004/0001-08;AVENIDA MENEZES, 3752 ;ELDORADO;Cidade da Criança;15043-080;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
PIZZARIA DOIS IRMÃOS;Pizzarias/Massas;(17) 3236-6355;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/pizzaria-dois-irmaos-eldorado;Rappi;https://www.rappi.com.br/restaurantes/900658214-pizzaria-dois-irmaos-eldorado?utm_source=google&utm_medium=organic&utm_campaign=place-action-link;5,00;;05.892.105/0001-16;AVENIDA MONTE APRAZIVEL, 2451 ;ELDORADO;Cidade da Criança;15043-450;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
MOLECAGGIO PIZZAS;Pizzarias/Massas;(17) 3227-6231; molecaggiopizzas;11900,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/molecaggio-eldorado-eldorado;*;*;4,30;;01.396.012/0001-40;AVENIDA BRIG FARIA LIMA, 6363 SUC 67;JARDIM FRANCISCO FERNANDES;HB;15090-000;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
TORRE FORTE - MARMITEX DO GAUCHO;Comida Brasileira;(17) 3217-1880;*;;*;*;*;*;4,50;;07.340.727/0001-67;RUA SANTA PAULA, 2819 ;ELDORADO;Cidade da Criança;15043-320;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
VILA ALECRIM;Outros;(17) 9709-1992; vila_alecrim;27070,00;*;*;*;*;4,80;;45.595.437/0001-53;R VOLUNTARIOS DA PATRIA, 288 ;CENTRO (ENGENHEIRO SCHMITT);Engenheiro Schmitt;15104-040;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
RESTAURANTE CARIJÓ;Comida Brasileira;*;*;;*;*;*;*;4,10;;64.901.036/0001-29;LOC ROD.WASHINGTON LUIZ, SN KM 429;DISTRITO ENGENHEIRO SCHMITT;Engenheiro Schmitt;15104-000;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
MARMITEX DA ROSE;Comida Brasileira;(17) 3223-4600;*;;*;*;*;*;4,60;;29.185.877/0001-86;R DOUTOR COUTINHO CAVALCANTI, 169 ;CENTRO (ENGENHEIRO SCHMITT);Engenheiro Schmitt;15104-036;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
PROZARIA;Outros;(17) 3016-7907/ (17) 9183-9959; prozaria;25000,00;*;*;Goomer;https://prozaria.goomer.app;4,70;;26.179.439/0001-17;R QUATORZE DE JULHO, 377 ;VILA ERCÍLIA;Central;15013-060;MICRO EMPRESA;04/02/5611;;;;;;;;;;;;;;
CHURRASCARIA PAMPA GRILL;Comida Brasileira;(17) 3222-2277;Churrascaria Pampa Grill;8117,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/churrascaria-pampa-grill-vila-ercilia;Plataforma Própria;https://churrascaria-pampa-grill.direct.hey.delivery/app;4,40;4,50;67.453.324/0001-56;R JOSE BONIFACIO, 563 ;VILA ERCÍLIA;Central;15013-150;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
VALU MANIA;Outros;(17) 3353-4755; valumanialanches;1023,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/restaurante-valumania-vila-diniz;*;*;4,60;4,70;17.933.822/0001-28;AV MURCHID HOMSI, 300 ;VILA ELVIRA;Central;15070-650;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
CHURRASCARIA BOI NOBRE;Comida Brasileira;(17) 3222-1221; boinobrerp;3900,00;*;*;*;*;3,80;;21.747.482/0001-18;AV MURCHID HOMSI, 250 ;VILA ERCÍLIA;Central;15013-000;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
PIZZARIA DO JAIR 2;Pizzarias/Massas;(17) 3263-1307;Pizzaria do Jair 2;356,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/pizzaria-do-jair-jardim-manoel-del-arco;*;*;4,50;4,60;32.201.026/0001-94;R JOSE DE ALENCAR, 27 ;VILA ERCÍLIA;Central;15013-120;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
ALÊ LANCHES;Lanchonetes/Hamburguerias;(17) 3364-4002;Alê lanches;1000,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/ale-lanches-boa-vista;*;*;3,50;4,60;41.851.936/0001-03;R PROFESSOR OSCAR PIRES, 1068 ;VILA ESPLANADA;Central;15030-530;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
RESTAURANTE TOK BRASILEIRO;Comida Brasileira;(17) 3234-2429;*;;*;*;*;*;4,20;;24.646.372/0001-58;R PROFESSOR OSCAR PIRES, 1393 ;VILA ESPLANADA;Central;15030-530;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
A DONNA POLENTA RESTAURANTE;Comida Brasileira;(17) 3238-4581; adonnapolenta;9387,00;*;*;*;*;4,60;;27.323.539/0001-38;R FLORESMILHA FERRAZ DA SILVA, 102 ;ESTANCIA RECREIO (ZONA RURAL);Talhado;15062-029;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
PORCADA DA VILA AZUL;Comida Brasileira;(17) 99729-1083; porcada_vilaazul;1362,00;*;*;*;*;4,90;;45.515.962/0001-11;ESTM PAR JOSE DOMINGUES NETTO (SJR-150), S/N ;VILA AZUL (ZONA RURAL);HB;15087-000;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
DECK AVENIDA PUB E RESTAURANTE;Outros;(17) 9609-6583;*;;*;*;*;*;;;43.382.776/0001-26;AV MARGINAL JOSE MARQUES DE MENDONCA, 1307 ANEXO 1;PARQUE RESIDENCIAL AGUA LIMPA;*;15115-000;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
SABORES DO DU KALU;Comida Brasileira;(17) 3304-9750;Sabores do Kalu;214,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/sabores-do-kalu-ouro-verde;*;*;4,70;4,40;34.552.322/0001-65;RUA FELIPE ABRÃO MALUF, 357 ;PARQUE ESTORIL;HB;15085-020;MICRO EMPRESA;04/01/5620;;;;;;;;;;;;;;
RESTAURANTE CANTINHO DO SABOR;Comida Brasileira;(17) 3305-2550 / (17) 3232-0439;*;;*;*;*;*;4,40;;09.439.101/0001-38;AVENIDA BRASILUSA, 709 ;PARQUE ESTORIL;HB;15085-020;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
GRAND ITALIA SERVICES;Pizzarias/Massas;(17) 3353-6800;Grand'Itália;;Ativo;*;*;*;4,20;;48.428.158/0001-93;AV BRASILUSA, 967 B ;PARQUE ESTORIL;HB;15085-020;MICRO EMPRESA;7319-0/02;;;;;;;;;;;;;;
IT'S PIZZA;Pizzarias/Massas;(17) 3364-0888;It's Pizza;1900,00;*;*;*;*;4,10;;40.378.550/0001-63;R BARTOLOMEU DIAS, 157 ;PARQUE ESTORIL;HB;15085-120;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
RABANETE RESTAURANTE;Comida Brasileira;(17) 3216-2900; rabaneterestaurante;2389,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/rabanete-restaurante-higienopolis;*;*;4,60;4,40;40.689.611/0001-03;R GAGO COUTINHO, 64 ;PARQUE ESTORIL;HB;15085-210;MICRO EMPRESA;01/02/5611;;;;;;;;;;;;;;
PASTELARIA E LANCHONETE TINTIN;Lanchonetes/Hamburguerias;(17) 3033-2067;Pastelaria e Lanchonete Tintin;597,00;*;*;*;*;4,80;;21.888.347/0001-92;RUA ANTONIO MARIA CARVALHO, 59;SÃO FRANCISCO;HB;15086-310;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
KI-DOCURA;Sorveteria/ Açaí/ Doceria;*;*;;*;*;*;*;;;23.280.088/0001-48;R RUITHER MOREIRA RODRIGUES, 1150 SALA 02-A;SÃO FRANCISCO;HB;15086-055;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
CASEIRO LANCHES;Lanchonetes/Hamburguerias;(17) 32276409;Caseiro Lanches;1400,00;*;*;*;*;4,70;;07.385.670/0001-12;RUA RUITHER MOREIRA RODRIGUES, 919;SÃO FRANCISCO;HB;15086-055;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
BOM GOSTO SALGADERIA E LANCHONETE;Lanchonetes/Hamburguerias;*;Bom Gosto Salgaderia e Pastelaria;535,00;*;*;*;*;4,20;;23.992.176/0001-72;R DOUTOR JUSTINO CARVALHO, 271;JARDIM FUSCALDO;Central;15061-280;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
SEGIO PASTEL;Lanchonetes/Hamburguerias;(17) 3353-0959;sergiopasteis;3615,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/sergio-pasteis-e-lanches-nossa-senhora-do-bonfim;*;*;4,40;4,90;09.401.713/0001-31;AVENIDA POTIRENDABA, 2586;VILA NOSSO SENHOR DO BONFIM;HB;15080-000;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
*;Outros;*;*;;*;*;*;*;;;68.185.875/0001-49;RUA HUGH H BENNETT, 2587;VILA SÃO JORGE;Cidade da Criança;15040-050;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
ELTON LANCHES;Lanchonetes/Hamburguerias;(17) 3236-8410;Elton Lanches;;*;*;*;*;4,70;;43.965.997/0001-27;R HUGH HAMMOND BENNETT, 2587;VILA SÃO JORGE;Cidade da Criança;15040-050;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
AMPM;Outros;(17)32275718;*;;*;*;*;*;;;29.497.978/0001-92;AVENIDA BRIGADEIRO FARIA LIMA, 5913;VILA SÃO JOSÉ;HB;15090-000;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
SORVETES TORCIDINHO;Sorveteria/ Açaí/ Doceria;(17) 99178-8595 / (17) 3353-9300;torcidinho;4000,00;*;*;*;*;4,10;;11.288.422/0001-20;AVENIDA BRIGADEIRO FARIA LIMA, 5544 FUNDOS;VILA SÃO JOSÉ;HB;15090-000;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
SORVETERIA SABOR E ART;Sorveteria/ Açaí/ Doceria;(17) 3011-3451;Sorveteria sabor e art;585,00;*;*;*;*;4,70;;07.581.055/0001-81;RUA SEBASTIAO TORRES, 54;SÃO JOSÉ DO RIO PRETO I;Bosque;15052-030;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
POINT DO PASTEL E PIZZARIA;Lanchonetes/Hamburguerias;(17) 99122-3102;*;;*;*;*;*;4,50;;26.954.184/0001-12;RUA AVELINO HERMES, 409;SÃO JOSÉ DO RIO PRETO I;Bosque;15052-130;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
*;Outros;*;*;;*;*;*;*;;;43.392.494/0001-00;R DOS GIRASSOIS, 118;VILA SÃO JUDAS TADEU;Vila Toninho;15053-782;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
*;Outros;(17) 9211-7596/ (17) 9211-7562;*;;*;*;*;*;;;17.489.762/0001-04;R JOAO ARCANJO DA CRUZ, 95;VILA SÃO JUDAS TADEU;Vila Toninho;15075-300;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
ESPETARIA SERV FESTA BARONESA;Outros;(17) 98193-8015;*;;*;*;*;*;;;48.793.399/0001-31;AVENIDA MAJOR LEO LERRO, 1360;VILA SÃO JUDAS TADEU;Vila Toninho;15075-230;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
NONNA SORVETERIA;Sorveteria/ Açaí/ Doceria;*;*;;*;*;*;*;;;21.225.977/0001-87;AVENIDA FARIA LIMA - BRIGADEIRO, 5866;VILA SÃO MANOEL;HB;15090-000;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
ÉAKI LANCHES;Lanchonetes/Hamburguerias;(17)930111509;E Aki Lanches;1100,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/e-aki-lanches-vila-sao-manoel;*;*;4,30;4,90;39.765.480/0001-17;RUA TEODORO DELMONTE, 516;VILA SÃO MANOEL;HB;15091-260;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
*;Outros;*;*;;*;*;*;*;;;38.174.235/0001-72;AV NELSON SINIBALDI, 1.303 SALA 05 (SUPER MUFATTO);PARQUE SÃO MIGUEL;Represa;15057-500;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
*;Outros;*;*;;*;*;*;*;;;44.098.694/0001-17;AV NELSON SINIBALDI, 1281 SALA 04 (SUPER MUFATTO);PARQUE SÃO MIGUEL;Represa;15057-500;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
*;Outros;*;*;;*;*;*;*;;;38.201.402/0001-27;RUA CAPITAO SEBASTIAO DE ALMEIDA SOBRINHO, 252;JARDIM SÃO PAULO;Central;15061-410;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
MELAS CAFE;Outros;(17) 9723-2858/ (17) 3223-0260;melascafeteria;629,00;*;*;*;*;2,80;;37.077.661/0001-25;AV MURCHID HOMSI, 2200 SETOR ESPACO LANCHONETE;PARQUE QUINTA DAS PAINEIRAS;HB;15080-325;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
*;Outros;*;*;;*;*;*;*;;;40.519.447/0001-96;RUA MANOEL PINA, 162;VILA SÃO PEDRO;HB;15091-060;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
*;Outros;*;*;;*;*;*;*;;;45.936.657/0001-01;AV NOSSA SENHORA DA PAZ, 2568;JARDIM AMÉRICA;Central;15055-365;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
PONTO DA ESFIHA;Comida Étnica (Arábia);(17) 3218-9968;pontodaesfihaaltoalegre;657,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/ponto-da-esfiha---jardim-alto-alegre-jardim-alto-alegre;*;*;4,40;4,90;30.141.406/0001-55;AV NOSSA SENHORA DA PAZ, 2310;JARDIM ALTO ALEGRE;Central;15055-500;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
SUCO ZAPE;Saudáveis/Veganas/Veget;(17) 99714-5800;sucoszapes;1549,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/suco-zape-jardim-redentor;*;*;4,30;4,60;12.834.871/0001-90;AV JOSE MUNIA, 4775;JARDIM REDENTOR;HB;16400-075;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
*;Outros;*;*;;*;*;*;*;;;15.195.252/0001-90;AV LINO JOSE DE SEIXAS, 1.455 SALA 2 (HOSP. AME);JARDIM DOS SEIXAS;Central;15061-060;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
REI DOS LANCHES;Lanchonetes/Hamburguerias;(17) 99212-4199;Rei dos Lanches;1400,00;*;*;WhatsApp;*;3,80;4,50;36.039.739/0001-54;AV LINO JOSE DE SEIXAS, 1161;JARDIM DOS SEIXAS;Central;15061-060;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
CANECÃO REPRESA;Comida Brasileira;(17)32251010;canecaorestaurante;9392,00;Ativo;*; Waymenu;https://waymenu.com.br/menu/canecaorepresa/#/;4,60;4,90;55.812.291/0001-04;AV L. JOSE DE SEIXAS, 1287;VILA GOYOS;Central;15061-040;EMPRESA DE PEQUENO PORTE;03/02/5611;;;;;;;;;;;;;;
*;Outros;*;*;;*;*;*;*;;;36.139.925/0001-65;AVENIDA LINO JOSE DE SEIXAS, 267 SALA 01;JARDIM DOS SEIXAS;Central;15061-060;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
*;Outros;*;*;;*;*;*;*;;;54.654.397/0001-64;AVENIDA LINO JOSE DE SEIXAS, 1161 SALA 01;JARDIM DOS SEIXAS;Central;15061-060;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
*;Outros;*;*;;*;*;*;*;;;40.376.499/0001-50;AVENIDA LINO JOSE DE SEIXAS, 1161;JARDIM DOS SEIXAS;Central;15061-060;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
*;Outros;*;*;;*;*;*;*;;;28.692.071/0001-11;AVENIDA PROFESSOR CARLOS NUNES DE MATTOS, 1191;CHÁCARA JOCKEY CLUB;Engenheiro Schmit;15081-510;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
O REI FIGUEIRA LANCHES;Lanchonetes/Hamburguerias;(17) 9229-1834;Figeueira Lanches;346,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/o-rei-da-figueira-lanches-jardim-seyon;*;*;4,60;4,60;16.659.804/0001-37;AVENIDA DANILO GALEAZZI, 1275;JARDIM SEYON;Bosque;15051-000;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
DELIVERY ACAI;Sorveteria/ Açaí/ Doceria;(17) 9199-1191;Delivery Açaí;7400,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/delivery-acai-jardim-seyon/782363b7-054e-47ca-9bae-9d02976d109c;*;*;4,20;4,40;26.741.046/0001-55;AV DOUTOR ANTONIO MARQUES DOS SANTOS, 781;JARDIM SEYON;Bosque;15050-500;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
VILLA DOS SALGADOS;Lanchonetes/Hamburguerias;(17) 3215-5447;villadosalgados;3610,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/villa-dos-salgados-unidade-galeazzi-jardim-seyon;*;*;4,40;4,70;27.231.370/0001-96;AVENIDA DANILO GALEAZZI, 2211;JARDIM SEYON;Bosque;15051-000;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
RIQUINHO CHICKEN;Outros;(17)99706-7120;riquinhoschickenseyon;197,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/riquinhos-chicken---seyon-jardim-seyon;*;*;4,80;4,70;27.201.239/0001-86;AVENIDA DOUTOR ANTONIO MARQUES DOS SANTOS, 725 SALA 02 SALA 03;JARDIM SEYON;Bosque;15050-500;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
CARIBE ACAI & PORCOES DELIVERY;Outros;(17) 9676-4777;*;;*;*;*;*;;;46.512.530/0001-10;RUA ANIBAL SIMOES, 1151;JARDIM SIMÕES;CEU;15046-490;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
STRI BAR E LANCHONETE;Lanchonetes/Hamburguerias;(17)3227-5527;stribar_rp;1100,00;Ativo;*;*;*;4,70;;96.642.178/0001-05;RUA ESPANHA, 602;VILA SINIBALDI;HB;15084-080;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
ITALIANISSÍMA PAZZARIA;Pizzarias/Massas;(17)3227-2096;talianissimadiskpizza;;Ativo;*;*;*;;;12.883.764/0001-51;AVENIDA ARTHUR NONATO, 3347;VILA SINIBALDI;HB;15084-000;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
*;Outros;*;*;;*;*;*;*;;;18.426.682/0001-64;AVENIDA ALFREDO TEODORO DE OLIVEIRA, 2135;SOLO SAGRADO;Pinheirinho;15047-000;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
PONTO DA ESFIHA;Comida Étnica (Arábia);(17) 3218-9968;pontodaesfihaaltoalegre;657,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/ponto-da-esfiha---jardim-alto-alegre-jardim-alto-alegre;*;*;4,40;4,90;30.141.406/0001-55;AVENIDA NOSSA SENHORA DA PAZ, 2310;JARDIM ALTO ALEGRE;Central;15055-500;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
*;Outros;*;*;;*;*;*;*;;;33.624.371/0001-01;RUA ANTONINHO MARMO, 4171;SOLO SAGRADO;Pinheirinho;15044-050;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
ESQUINÃO LANCHES SUCOS E PIZZA;Lanchonetes/Hamburguerias;(17)99160-6148;Esquinão Lanches;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/skinao-lanches-sucos-e-pizzas-solo-sagrado;*;*;4,60;4,80;15.238.076/0001-27;RUA JOAQUIM CAMILO DIAS, 265;SOLO SAGRADO;Pinheirinho;15044-080;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
GIL LANCHES ZN;Lanchonetes/Hamburguerias;(17) 9107-6483;gillanchesrp;6834,00;*;*;Menu Dino;https://gillancheszn.menudino.com/;4,20;;45.960.511/0001-93;R JALES, 4001;SOLO SAGRADO;Pinheirinho;15043-130;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
REAL LANCHES;Lanchonetes/Hamburguerias;(17) 3219-7002;*;;*;*;*;*;4,60;;13.466.377/0001-82;RUA ECA DE QUEIROS, 480 CASA 1;SOLO SAGRADO;Pinheirinho;15044-380;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
SALGADOS BISSOLI;Lanchonetes/Hamburguerias;(17) 9141-6712;Salgados Bissoli;2600,00;*;*;*;*;4,20;;28.788.699/0001-15;RUA FRANCISCO ARANTES, 61;SOLO SAGRADO;Pinheirinho;15044-396;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
PANIFICADORA E RESTAURANTE NOSSO CANTO;Comida Brasileira;(17) 3217-4250;*;;*;*;*;*;5,00;;35.324.372/0001-58;RUA ECA DE QUEIROZ, 51;SOLO SAGRADO;Pinheirinho;15044-380;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
LANCHONETE GARUTTI;Lanchonetes/Hamburguerias;(17) 9193-5050;*;;*;*;*;*;;;26.566.481/0001-90;RUA MARIA ROSA, 181;SOLO SAGRADO;Pinheirinho;15044-390;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
JESUS LANCHES;Lanchonetes/Hamburguerias;(17) 99755-1468;Jesus Lanches;;*;*;*;*;;;05.610.826/0001-96;RUA DOUTOR DIMAS RODRIGUES DE ALMEIDA, 311 SALA 3;SOLO SAGRADO;Pinheirinho;15044-320;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
SALGADERIA DA VOVÓ;Lanchonetes/Hamburguerias;(17) 3305-1390;*;;*;*;*;*;;;46.448.316/0001-41;AV SAO JOSE DO RIO PRETO, 4771 LOJA 2;SOLO SAGRADO;Pinheirinho;15044-000;MICRO EMPRESA;4729-6/99;;;;;;;;;;;;;;
PAPA LANCHES E ACAI;Lanchonetes/Hamburguerias;(17) 9130-2729;papalanchese;;*;*;*;*;4,50;;40.675.198/0001-28;RUA AVELINO ANTONIO RIBEIRO, 240;SOLO SAGRADO;Pinheirinho;15044-590;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
PONTO DA PIZZA;Pizzarias/Massas;(17) 3512-2399;Ponto da Pizza;47000,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/ponto-da-pizza-jardim-seyon;Plataforma Própria;https://www.pontodapizzarp.com.br/card%C3%A1pio-1;4,20;4,30;02.431.920/0001-90;AVENIDA DANILO GALEAZZI, 1589;JARDIM SÔNIA;Central;15051-000;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
FAMILY - PIZZARIA E LANCHONETE;Lanchonetes/Hamburguerias;(17) 3215-1077;Familia - Pizzaria e Lanchonete;963,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/family---lanchonete-e-pizzaria-jardim-caparroz;Menu Dino;https://family.menudino.com/?rwg_token=AFP2EnNY-N9KIbT4zQa_CavdCVGGsWCScz86J4-8z2UITu0JT8SBE1-m5JSAXhI1-MbZPnWUVQPxajADqeT0_QDx56F_HKh3JG9kf5N2OZNs8M41cvCPuws%3D;4,50;4,80;11.047.656/0001-86;RUA RITA SILVERIA DE JESUS FARIA, 1420;JARDIM SUZANA;Bosque;15050-420;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
*;Outros;*;*;;*;*;*;*;;;46.258.800/0001-08;R ORLANDO BOLONHEZ, 395;JARDIM CAPARROZ;Central;15050-450;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
MASSAS & CIA;Pizzarias/Massas;(17) 3829-6345;massaseciarestaurante;;*;*;*;*;;;42.824.401/0001-06;R LUIZ FERNANDO RODRIGUES, 563;PARQUE RESIDENCIAL DA SOLIDARIEDADE;Bosque;15051-645;MICRO EMPRESA;04/01/5620;;;;;;;;;;;;;;
*;Outros;*;*;;*;*;*;*;;;35.160.903/0001-14;RUA SAO SEBASTIAO, 81;CENTRO (TALHADO);Talhado;15102-012;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
NHO SORVETES;Sorveteria/ Açaí/ Doceria;(17) 3600-9133;nho.riopreto;868,00;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/nho-sorvetes-parque-sao-miguel/822628cd-1f56-47d7-96e0-04c614ba268a?utm_medium=ReserveGoogle;*;*;5,00;;07.085.890/0001-20;R. NELSON SINIBALDI, 1281 - QUIOSQUE 01;PARQUE SAO MIGUEL;;15057-500;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
*;Outros;*;*;;*;*;*;*;;;08.042.581/0001-36;AVENIDA TANCREDO NEVES, 900 BOX 07 (CARREFOUR);PARQUE INDUSTRIAL TANCREDO NEVES;Vila Toninho;15076-630;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
*;Outros;*;*;;*;*;*;*;;;28.835.723/0001-20;AV JOSE MARIO DE ARRUDA TOLEDO (J. TOLEDO), 350;JARDIM AURELIA;*;13033-002;DEMAIS;03/02/5611;;;;;;;;;;;;;;
*;Outros;*;*;;*;*;*;*;;;36.524.162/0001-76;AVENIDA TANCREDO NEVES, 900 BOX 07 (CARREFOUR);PARQUE INDUSTRIAL TANCREDO NEVES;Vila Toninho;15076-630;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
LANCHONETE DO JOAO;Lanchonetes/Hamburguerias;(17) 98818-6588;*;;*;*;*;*;;;29.685.681/0001-50;AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 1707;JARDIM TARRAF;HB;15091-450;MICRO EMPRESA;03/02/5611;;;;;;;;;;;;;;
