Empresas do ramo alimentício de São José do Rio Preto;;;;;;;;;;;;;;;;;;;;;
Nome ;Franquias;Segmento ;Contato;Instagram/Facebook;Número de Seguidores;Ifood;Link Ifood;Outra Plataforma de Delivery;Link da Plataforma ;Avaliação Google;Avaliação Ifood;Quantidade de Avaliações (Google);Quantidade de Avaliações (Ifood);CNPJ;Endereço;Bairro;Região Adm;CEP;Porte;CNAE;
PATRONI PIZZA PREMIUM;;Pizzarias/Massas;(17) 3121-6015/ (17) 9734-4734;patronipremium;602;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/patroni---iguatemi-rio-preto-iguatemi;*;*;3,8;5;152;1;40.482.560/0001-44;AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 5000 LOJA 3006 PISO 03;IGUATEMI;HB;15093-340;MICRO EMPRESA;03/02/5611;
RAFA LANCHES;;Lanchonetes/Hamburguerias;(17) 3225-6674;*;;*;*;*;*;;;0;0;30.696.747/0001-97;R PATRICIA RODRIGUES FONTES, 705 BLOCO 12 AP 303;RIOS DI ITALIA;Represa;15057-562;MICRO EMPRESA;03/02/5611;
HAMBURGUERIA SAI DE BAIXO;;Lanchonetes/Hamburguerias;(17) 99168-0059;Bar Sai de Baixo;2300;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/hamburgueria-sai-de-baixo-jd-congonhas;*;*;4,7;4,8;86;5;03.643.067/0001-32;RUA DR EDUARDO NIELSEN, 975 ;JARDIM CONGONHAS;Central;15030-070;MICRO EMPRESA;03/02/5611;
VILLA DOS SALGADOS;;Lanchonetes/Hamburguerias;(17) 3301-0008;villadossalgados;3570;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/villa-dos-salgados---mirassolandia-conjunto-habitacional-costa-do-sol;*;*;4,5;4,7;361;95;29.517.594/0001-94;AV MIRASSOLANDIA, 1682 ;CONJUNTO HABITACIONAL COSTA DO SOL;Cidade da Criança;15043-290;MICRO EMPRESA;03/02/5611;
CAFE 3333;;Outros;(17) 8128-6229;*;;*;*;*;*;;;0;0;28.127.837/0001-15;R CAPITAO JOSE VERDI, 1421 BOX 1;VILA CURTI;Central;15025-530;MICRO EMPRESA;03/02/5611;
LEON BURGUER HAMBURGUERIA;;Lanchonetes/Hamburguerias;(17) 9188-6515;*;;*;*;Grand Chef;https://leonburguer.grandchef.com.br;4,8;;36;0;35.689.883/0001-73;R MANUEL PIRES DA SILVA, 415 ;PARQUE RESIDENCIAL DA FRATERNIDADE;Engenheiro Schmit;15082-120;MICRO EMPRESA;03/02/5611;
ESFIHA MAIS;;Comida Étnica (Arábia);(17) 3388-0415;esfihamais;1554;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/esfiha-mais-parque-residencial-da-fraternidade-2;*;*;4,6;4,8;276;80;43.756.698/0001-82;AV CLEBER MIGUEL MELARA, 237 ;PARQUE RESIDENCIAL DA FRATERNIDADE;Engenheiro Schmit;15082-112;MICRO EMPRESA;03/02/5611;
TORRE FORTE II;;Outros;(17) 9911-3431;*;;*;*;*;*;;;0;0;34.971.194/0001-94;R AMERICO CIRELLI, 1120 ;PARQUE RESIDENCIAL DA SOLIDARIEDADE;Bosque;15051-653;MICRO EMPRESA;03/02/5611;
IMPERIO NATURAL;;Outros;(17) 9738-4422;*;;*;*;*;*;;;0;0;20.795.248/0001-01;AV NADIMA DAMHA, 2045 ;PARQUE RESIDENCIAL DAMHA;Represa;15061-709;MICRO EMPRESA;03/02/5611;
BAR DO PERE;;Comida Brasileira;(17) 3305-6207;Bar do Pere;1600;*;*;*;*;;;0;0;30.709.316/0001-18;R DOUTOR JOSE MILTON DE FREITAS, 846 ;JARDIM WALKIRIA;HB;15085-380;MICRO EMPRESA;03/02/5611;
PACCOS;;Outros;(17) 2136-7400/ (16) 3019-7900;*;;*;*;*;*;;;0;0;33.738.633/0001-50;R PROFESSOR CARLOS IBANHEZ, 35 SALA A;PARQUE RESIDENCIAL COMENDADOR MANÇOR DAUD;*;15013-235;DEMAIS;03/02/5611;
STEAK SAURO;;Comida Brasileira;(17) 3225-5046;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/steak-sauro-centro;*;*;3,6;5;19;2;47.915.099/0001-15;AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 5000 LOJA 3008 PAVMTO2 LOJA 3008 PAVMTO2;IGUATEMI;HB;15093-340;MICRO EMPRESA;01/02/5611;
ATLANTIDA RIO PRETO;;Comida Brasileira;(17) 3227-4120;atlantidachoperia;2857;*;*;*;*;4,6;;9;0;35.281.080/0001-85;AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 5000 LOJA 3002 PISO 2;IGUATEMI;HB;15093-340;MICRO EMPRESA;01/02/5611;
COCO BAMBU SAO JOSE DO RIO PRETO;;Comida Brasileira;(17) 3354-3454;cocobambusjriopreto;58882;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/coco-bambu---sao-jose-do-rio-preto-iguatemi;*;*;5;4,9;20050;166;40.018.198/0001-55;AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 5000 LOJA 2030/2030A;IGUATEMI;HB;15093-340;DEMAIS;01/02/5611;
FRANGO LITO IGUATEMI RIO PRETO;;Lanchonetes/Hamburguerias;(17) 98122-5363;frangolito.oficial;7129;*;*;*;*;2,2;;23;0;30.244.009/0001-09;AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 5000 LOJA 3001 PISO 3;IGUATEMI;HB;15093-340;MICRO EMPRESA;01/02/5611;
FLOR DE SAL BISTRÔ;;Comida Brasileira; 17 3221-6500; Flor de Sal;52;*;*;*;*;4,6;;1205;0; 04.655.329/0001-41;R. XV DE NOVEMBRO, 4398;VILA REDENTORA;HB;15015-110;EMPRESA DE PEQUENO PORTE;01/02/5611;
ABDO'S RESTAURANTE;;Comida Brasileira; 17 99122-2768; *;; Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/churrascaria-abdos-grill-vila-redentora;*;*;4,4;4,5;576;170; 10.707.866/0001-90;AV. COMENDADOR VICENTE FILIZOLLA, 5220;VILA REDENTORA;HB;15015-450;MICRO EMPRESA;01/02/5611;
BACIO DI LATTE;;Sorveteria/ Açaí/ Doceria;(11) 93359-1445;baciodilatte;366705;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/bacio-di-latte---sao-jose-do-rio-preto-iguatemi;Rappi;https://www.rappi.com.br/restaurantes/900628833-bacio-di-latte?utm_source=google&utm_medium=organic&utm_campaign=place-action-link;4,5;;7;0;11.950.487/0001-90;R OSCAR FREIRE, 136 ;CERQUEIRA CESAR;*;01426-000;DEMAIS;01/02/5611;
DIVINO FOGÃO;;Comida Brasileira;(17) 3212-4411;divino_fogao;148451;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/divino-fogao---iguatemi-s-j-rio-preto-iguatemi;*;*;4,2;;841;0;31.492.728/0001-01;AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 5000 LOJA 3018 SHOPPING IGUATEMI;IGUATEMI;HB;15093-340;MICRO EMPRESA;03/02/5611;
PATRONI PREMIUM;;Pizzarias/Massas;(17) 3826-1245/ (17) 3826-1030;patronipremium;602;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/patroni---iguatemi-rio-preto-iguatemi;*;*;3,8;5;152;1;19.898.272/0001-89;"AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 5000 LOJA: 3006; ANDAR: 2;";IGUATEMI;HB;15093-340;MICRO EMPRESA;01/02/5611;
RESTAURANTE FAMILIA QUEIROZ;;Outros;(17) 8110-4736;*;;*;*;*;*;;;0;0;36.681.910/0001-24;AV PHILADELPHO MANOEL GOUVEIA NETTO, 316 ;JARDIM CONCEIÇÃO;Central;15030-790;MICRO EMPRESA;01/02/5611;
D GUST RESTAURANTE E ROTISSERIA;;Comida Brasileira;(17) 3364-3995;*;;*;*;*;*;4,5;;125;0;47.350.019/0001-21;R DELEGADO PINTO DE TOLEDO, 1528 ;VILA CORDULA;Cidade da Criança;15025-075;MICRO EMPRESA;01/02/5611;
FIORELLA PIZZARIA;;Pizzarias/Massas;(17) 3219-0988;Pizzaria Fiorella;186;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/fiorella-pizzas-eldorado;*;*;4,3;4,8;83;12;12.337.868/0001-60;AVENIDA MIRASSOLANDIA, 1273 SALAO A;CONJUNTO HABITACIONAL COSTA DO SOL;Cidade da Criança;15043-290;MICRO EMPRESA;01/02/5611;
ROTISSERIA DA SOGRA 2;;Comida Brasileira;(17) 3237-8863;Rotissêrie da Sogra II;1600;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/rotisserie-da-sogra-2-eldorado;*;*;4,6;5;552;17;08.626.949/0001-03;AVENIDA MIRASSOLANDIA, 1303 ;CONJUNTO HABITACIONAL COSTA DO SOL;Cidade da Criança;15045-000;MICRO EMPRESA;01/02/5611;
TABERNA CANOVA;;Comida Brasileira;(17) 3304-3256;Taberna Canova;2700;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/taberna-canova-vila-cristina;*;*;4,6;5;542;2;07.296.979/0001-36;RUA CONSELHEIRO SARAIVA, 809 ;VILA ELVIRA;Central;15070-050;MICRO EMPRESA;01/02/5611;
DON JOSEPH PIZZARIA;;Pizzarias/Massas;(17) 3231-8852;Don Joseph;3400;*;*;*;*;3,3;;4;0;28.504.550/0001-67;R KRIKOR TOPDJIAN, 665 ;CONJUNTO HABITACIONAL CRISTO REI;Vila Toninho;15076-500;MICRO EMPRESA;01/02/5611;
MARMITARIA;;Outros;(17) 3235-1841;*;;*;*;*;*;;;0;0;23.350.867/0001-72;R IPIRANGA, 3563 SALA 01;VILA CURTI;Central;15025-520;MICRO EMPRESA;01/02/5611;
BRAZILIAN GOURMET JK;;Comida Brasileira;(17) 3202-7373;brazilianpostoschiesa;11207;*;*;*;*;4,7;;218;0;34.488.628/0001-08;AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 3441 PAVMTOSUPERIOR LOJA 02;JARDIM MOYSES MIGUEL HADDAD;HB;15093-215;EMPRESA DE PEQUENO PORTE;01/02/5611;
WEAT AMAZING TASTE;;Outros;(17) 3233-2147;*;;*;*;*;*;;;0;0;48.518.316/0001-04;AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 3751 SALA 01;JARDIM MOYSES MIGUEL HADDAD;HB;15093-215;MICRO EMPRESA;01/02/5611;
BAR DO MONGE;;Outros;(17) 9230-8989;bardomonge.burana;6169;*;*;*;*;4,4;;48;0;34.879.251/0001-00;AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 3511 ;JARDIM MOYSES MIGUEL HADDAD;HB;15093-215;MICRO EMPRESA;01/02/5611;
RESTAURANTE SABOR & CIA;;Comida Brasileira;(17) 9647-2714;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/sabor--cia-vila-diniz;*;*;4,8;4,8;18;16;15.828.147/0001-41;RUA LUIZ PINTO DE MORAES, 688 SALA 02;VILA DINIZ;Central;15013-270;MICRO EMPRESA;01/02/5611;
DUBAI HOOKAH STORE LOUNGE BAR;;Outros;(17) 8193-6596;dubaihookahlounge.rp;5526;*;*;*;*;4,6;;46;0;23.321.448/0001-02;AV MURCHID HOMSI, 1034 ;VILA DINIZ;Central;15013-000;MICRO EMPRESA;01/02/5611;
ZAKKI JAPANESE FOOD;;Comida Étnica (Japão);(17) 3308-2682/ (17) 9726-0575;zakkijapanesefood;18043;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/zakki-japanese-food-vila-diniz;*;*;4,7;5;330;24;33.649.686/0001-03;AV MURCHID HOMSI, 1020 ;VILA DINIZ;Central;15013-000;MICRO EMPRESA;01/02/5611;
DON PETRUS;;Pizzarias/Massas;(17) 8133-0869;*;;*;*;*;*;;;0;0;33.880.148/0001-17;R HUMAITA, 33 ;VILA DINIZ;Central;15013-300;MICRO EMPRESA;01/02/5611;
BAR DO CEARÁ;;Outros;(17) 3237-0861;Bar do Ceará;2000;*;*;*;*;4,5;;726;0;04.619.173/0001-43;AVENIDA AMILDE TEDESCHI, 531 ;PARQUE RESIDENCIAL DOM LAFAIETE LIBÂNIO;Pinheirinho;15046-020;MICRO EMPRESA;01/02/5611;
O FAVORITO;;Outros;(17) 8207-9554;*;;*;*;*;*;;;0;0;38.655.986/0001-00;R AMERICO AVELAR, 141 LOJA B;PARQUE RESIDENCIAL DOM LAFAIETE LIBÂNIO;Pinheirinho;15046-030;MICRO EMPRESA;01/02/5611;
CRAZY TASTE;;Lanchonetes/Hamburguerias;(17) 3305-8698;crazytasteriopreto;8776;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/crazy-taste-hamburgueria-parque-residencial-dom-lafaiete-libanio;*;*;4,7;4,7;1498;88;32.267.664/0001-08;AV DOMINGOS FALAVINA, 1763 ;PARQUE RESIDENCIAL DOM LAFAIETE LIBÂNIO;Pinheirinho;15046-000;MICRO EMPRESA;01/02/5611;
SKINA DO CEARÁ;;Comida Brasileira;(17) 3236-1052;Skina do Ceará;512;*;*;*;*;4,5;;55;0;29.562.654/0001-90;R HENRIQUE GERALDO FRANCHINI, 245 ;PARQUE RESIDENCIAL DOM LAFAIETE LIBÂNIO;Pinheirinho;15046-060;MICRO EMPRESA;01/02/5611;
MONTANA GRILL EXPRESS;;Comida Brasileira;(17) 3211-9900/ (17) 9147-2674;montanagrill_iguatemiriopreto;1741;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/montana-grill---iguatemi-rio-preto-iguatemi;*;*;3,4;4,6;85;8;19.013.261/0001-74;AV JUSCELINO KUBITSCHEK DE OLIVEIRA, 5000 LOJA 3005;RESIDENCIAL ECO VILLAGE I;HB;15093-270;MICRO EMPRESA;03/02/5611;
SI SEÑOR;;Comida Étnica (México);(17) 3234-9572;sisenorbrasil;200667;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/si-senor-sao-jose-do-rio-preto-iguatemi;*;https://deliverydireto.com.br/sisenor/saojosedoriopreto?utm_source=google-place-action-link&dd=menu;4,4;4,7;2676;28;10.291.637/0001-38;AV JUSCELINO KUBITSCHEK DE OLIVEIRA, 5000;RESIDENCIAL ECO VILLAGE I;HB;15093-270;DEMAIS;01/02/5611;
BUSHIDO;;Comida Étnica (Japão);(17) 3234-9567;bushido_iguatemi;94;*;*;*;*;4;;39;0;19.921.720/0001-18;"AV PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 5000 : SUC 3017;";IGUATEMI;HB;15093-340;EMPRESA DE PEQUENO PORTE;01/02/5611;
ARMAZÉM DA PIZZA;;Pizzarias/Massas;(17) 3235-4755;_armazemdapizza;2903;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/armazem-da-pizza-eldorado;*;*;4,2;4,4;1358;217;12.122.170/0001-28;AVENIDA MENEZES, 2996 TERREO;ELDORADO;Cidade da Criança;15043-080;MICRO EMPRESA;01/02/5611;
BINHO RESTAURANTE;;Comida Brasileira;(17) 7323-7692;Binho restaurante;804;*;*;*;*;4,5;;82;0;32.727.492/0001-08;AV MONTE APRAZIVEL, 3073 ;ELDORADO;Cidade da Criança;15043-450;MICRO EMPRESA;01/02/5611;
RESTAURANTE CAETANO'S;;Comida Brasileira;(17) 3217-7876 / (17) 3353-7203;Restaurante Caetano's;1600;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/restaurante-caetanos-eldorado;*;*;4,3;4,8;663;41;14.198.570/0001-42;AVENIDA MONTE APRAZIVEL, 3389 ;ELDORADO;Cidade da Criança;15043-450;MICRO EMPRESA;01/02/5611;
CEBOLA DELIVERY;;Lanchonetes/Hamburguerias;(17) 9792-7442;Cebola Delivery;8200;*;*;*;*;;;0;0;39.881.221/0001-51;AV SEBASTIAO GONCALVES DE SOUZA, 250 ;ELDORADO;Cidade da Criança;15043-005;MICRO EMPRESA;01/02/5611;
PIZZARIA DOIS IRMAOS;;Pizzarias/Massas;(17) 3236-6355;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/pizzaria-dois-irmaos-eldorado;Rappi;https://www.rappi.com.br/restaurantes/900658214-pizzaria-dois-irmaos-eldorado?utm_source=google&utm_medium=organic&utm_campaign=place-action-link;5;;70;0;44.249.796/0001-96;AV MONTE APRAZIVEL, 2451 ;ELDORADO;Cidade da Criança;15043-450;MICRO EMPRESA;01/02/5611;
NUGRILL HAMBURGUERIA ARTESANAL;;Lanchonetes/Hamburguerias;(17) 99643-4766; nugrill.hamburgueria;8395;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/nugrill-hamburgueria-artesanal-eldorado;One Soluções;https://www.onesolucoes.com.br/app/?id=&248&empresa=134;4,8;4,9;92;120;29.540.385/0001-61;AV MONTE APRAZIVEL, 3319 ;ELDORADO;Cidade da Criança;15043-450;MICRO EMPRESA;01/02/5611;
BRITO'S PIZZARIA E LANCHONETE;;Pizzarias/Massas;(17) 3236-6355;Brito's Pizzaria e Lanchonete;271;*;*;Plataforma Própria;https://www.britospizzaria.com.br/delivery/13377/menu;4,5;;1597;0;38.799.386/0001-16;AV MONTE APRAZIVEL, 2451 ;ELDORADO;Cidade da Criança;15043-450;MICRO EMPRESA;03/02/5611;
PIZZARIA SABORELLA;;Pizzarias/Massas;(17) 3237-4552; saborella_pizzaria;9829;*;*;*;*;4,7;;32;0;03.880.004/0001-08;AVENIDA MENEZES, 3752 ;ELDORADO;Cidade da Criança;15043-080;MICRO EMPRESA;01/02/5611;
PIZZARIA DOIS IRMÃOS;;Pizzarias/Massas;(17) 3236-6355;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/pizzaria-dois-irmaos-eldorado;Rappi;https://www.rappi.com.br/restaurantes/900658214-pizzaria-dois-irmaos-eldorado?utm_source=google&utm_medium=organic&utm_campaign=place-action-link;5;5;70;6;05.892.105/0001-16;AVENIDA MONTE APRAZIVEL, 2451 ;ELDORADO;Cidade da Criança;15043-450;MICRO EMPRESA;01/02/5611;
TORRE FORTE - MARMITEX DO GAUCHO;;Comida Brasileira;(17) 3217-1880;*;;*;*;*;*;4,5;;137;0;07.340.727/0001-67;RUA SANTA PAULA, 2819 ;ELDORADO;Cidade da Criança;15043-320;MICRO EMPRESA;01/02/5611;
VILA ALECRIM;;Outros;(17) 9709-1992; vila_alecrim;2707;*;*;*;*;4,8;;36;0;45.595.437/0001-53;R VOLUNTARIOS DA PATRIA, 288 ;CENTRO (ENGENHEIRO SCHMITT);Engenheiro Schmitt;15104-040;MICRO EMPRESA;01/02/5611;
RESTAURANTE CARIJÓ;;Comida Brasileira;*;*;;*;*;*;*;4,1;;843;0;64.901.036/0001-29;LOC ROD.WASHINGTON LUIZ, SN KM 429;DISTRITO ENGENHEIRO SCHMITT;Engenheiro Schmitt;15104-000;MICRO EMPRESA;01/02/5611;
MARMITEX DA ROSE;;Comida Brasileira;(17) 3223-4600;*;;*;*;*;*;4,6;;12;0;29.185.877/0001-86;R DOUTOR COUTINHO CAVALCANTI, 169 ;CENTRO (ENGENHEIRO SCHMITT);Engenheiro Schmitt;15104-036;MICRO EMPRESA;01/02/5611;
PROZARIA;;Outros;(17) 3016-7907/ (17) 9183-9959; prozaria;25000;*;*;Goomer;https://prozaria.goomer.app;4,7;;1944;0;26.179.439/0001-17;R QUATORZE DE JULHO, 377 ;VILA ERCÍLIA;Central;15013-060;MICRO EMPRESA;01/02/5611;
CHURRASCARIA PAMPA GRILL;;Comida Brasileira;(17) 3222-2277;Churrascaria Pampa Grill;8117;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/churrascaria-pampa-grill-vila-ercilia;Plataforma Própria;https://churrascaria-pampa-grill.direct.hey.delivery/app;4,4;4,5;2420;58;67.453.324/0001-56;R JOSE BONIFACIO, 563 ;VILA ERCÍLIA;Central;15013-150;MICRO EMPRESA;01/02/5611;
VALU MANIA;;Outros;(17) 3353-4755; valumanialanches;1023;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/restaurante-valumania-vila-diniz;*;*;4,6;4,7;572;78;17.933.822/0001-28;AV MURCHID HOMSI, 300 ;VILA ELVIRA;Central;15070-650;MICRO EMPRESA;04/02/5611;
CHURRASCARIA BOI NOBRE;;Comida Brasileira;(17) 3222-1221; boinobrerp;3900;*;*;*;*;3,8;;114;0;21.747.482/0001-18;AV MURCHID HOMSI, 250 ;VILA ERCÍLIA;Central;15013-000;MICRO EMPRESA;01/02/5611;
PIZZARIA DO JAIR 2;;Pizzarias/Massas;(17) 3263-1307;Pizzaria do Jair 2;356;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/pizzaria-do-jair-jardim-manoel-del-arco;*;*;4,5;4,6;273;9;32.201.026/0001-94;R JOSE DE ALENCAR, 27 ;VILA ERCÍLIA;Central;15013-120;MICRO EMPRESA;01/02/5611;
ALÊ LANCHES;;Lanchonetes/Hamburguerias;(17) 3364-4002;Alê lanches;1000;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/ale-lanches-boa-vista;*;*;3,5;4,6;84;390;41.851.936/0001-03;R PROFESSOR OSCAR PIRES, 1068 ;VILA ESPLANADA;Central;15030-530;MICRO EMPRESA;01/02/5611;
RESTAURANTE TOK BRASILEIRO;;Comida Brasileira;(17) 3234-2429;*;;*;*;*;*;4,2;;32;0;24.646.372/0001-58;R PROFESSOR OSCAR PIRES, 1393 ;VILA ESPLANADA;Central;15030-530;MICRO EMPRESA;01/02/5611;
A DONNA POLENTA RESTAURANTE;;Comida Brasileira;(17) 3238-4581; adonnapolenta;9387;*;*;*;*;4,6;;682;0;27.323.539/0001-38;R FLORESMILHA FERRAZ DA SILVA, 102 ;ESTANCIA RECREIO (ZONA RURAL);Talhado;15062-029;MICRO EMPRESA;01/02/5611;
PORCADA DA VILA AZUL;;Comida Brasileira;(17) 99729-1083; porcada_vilaazul;1362;*;*;*;*;4,9;;50;0;45.515.962/0001-11;ESTM PAR JOSE DOMINGUES NETTO (SJR-150), S/N ;VILA AZUL (ZONA RURAL);HB;15087-000;MICRO EMPRESA;01/02/5611;
DECK AVENIDA PUB E RESTAURANTE;;Outros;(17) 9609-6583;*;;*;*;*;*;;;0;0;43.382.776/0001-26;AV MARGINAL JOSE MARQUES DE MENDONCA, 1307 ANEXO 1;PARQUE RESIDENCIAL AGUA LIMPA;*;15115-000;MICRO EMPRESA;01/02/5611;
SABORES DO DU KALU;;Comida Brasileira;(17) 3304-9750;Sabores do Kalu;214;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/sabores-do-kalu-ouro-verde;*;*;4,7;4,4;16;35;34.552.322/0001-65;RUA FELIPE ABRÃO MALUF, 357 ;PARQUE ESTORIL;HB;15085-020;MICRO EMPRESA;01/02/5611;
RESTAURANTE CANTINHO DO SABOR;;Comida Brasileira;(17) 3305-2550 / (17) 3232-0439;*;;*;*;*;*;4,4;;63;0;09.439.101/0001-38;AVENIDA BRASILUSA, 709 ;PARQUE ESTORIL;HB;15085-020;MICRO EMPRESA;01/02/5611;
GRAND ITALIA SERVICES;;Pizzarias/Massas;(17) 3353-6800;*;;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/grand-italia-delivery-piazzeta-residencial-cidade-jardim/6b8faac3-cb68-4aae-b228-e77d18a566fe;*;*;4,2;;259;0;48.428.158/0001-93;AV BRASILUSA, 967 B ;PARQUE ESTORIL;HB;15085-020;MICRO EMPRESA;04/01/5620;
IT'S PIZZA;;Pizzarias/Massas;(17) 3364-0888;It's Pizza;1900;*;*;*;*;4,1;;51;0;40.378.550/0001-63;R BARTOLOMEU DIAS, 157 ;PARQUE ESTORIL;HB;15085-120;MICRO EMPRESA;01/02/5611;
RABANETE RESTAURANTE;;Comida Brasileira;(17) 3216-2900; rabaneterestaurante;2389;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/rabanete-restaurante-higienopolis;*;*;4,6;4,4;137;26;40.689.611/0001-03;R GAGO COUTINHO, 64 ;PARQUE ESTORIL;HB;15085-210;MICRO EMPRESA;7319-0/02;
KI-DOCURA;;Sorveteria/ Açaí/ Doceria;*;*;;*;*;*;*;;;0;0;23.280.088/0001-48;R RUITHER MOREIRA RODRIGUES, 1150 SALA 02-A;SÃO FRANCISCO;HB;15086-055;MICRO EMPRESA;01/02/5611;
SEGIO PASTEL;;Lanchonetes/Hamburguerias;(17) 3353-0959;sergiopasteis;3615;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/sergio-pasteis-e-lanches-nossa-senhora-do-bonfim;*;*;4,4;4,9;1986;17;09.401.713/0001-31;AVENIDA POTIRENDABA, 2586;VILA NOSSO SENHOR DO BONFIM;HB;15080-000;MICRO EMPRESA;03/02/5611;
ELTON LANCHES;;Lanchonetes/Hamburguerias;(17) 3236-8410;Elton Lanches;;*;*;*;*;4,7;;258;0;43.965.997/0001-27;R HUGH HAMMOND BENNETT, 2587;VILA SÃO JORGE;Cidade da Criança;15040-050;MICRO EMPRESA;03/02/5611;
AMPM;;Outros;(17)32275718;*;;*;*;*;*;;;0;0;29.497.978/0001-92;AVENIDA BRIGADEIRO FARIA LIMA, 5913;VILA SÃO JOSÉ;HB;15090-000;MICRO EMPRESA;03/02/5611;
SORVETES TORCIDINHO;;Sorveteria/ Açaí/ Doceria;(17) 99178-8595 / (17) 3353-9300;torcidinho;4000;*;*;*;*;4,1;;19;0;11.288.422/0001-20;AVENIDA BRIGADEIRO FARIA LIMA, 5544 FUNDOS;VILA SÃO JOSÉ;HB;15090-000;MICRO EMPRESA;03/02/5611;
SORVETERIA SABOR E ART;;Sorveteria/ Açaí/ Doceria;(17) 3011-3451;Sorveteria sabor e art;585;*;*;*;*;4,7;;88;0;07.581.055/0001-81;RUA SEBASTIAO TORRES, 54;SÃO JOSÉ DO RIO PRETO I;Bosque;15052-030;MICRO EMPRESA;03/02/5611;
POINT DO PASTEL E PIZZARIA;;Lanchonetes/Hamburguerias;(17) 99122-3102;*;;*;*;*;*;4,5;;701;0;26.954.184/0001-12;RUA AVELINO HERMES, 409;SÃO JOSÉ DO RIO PRETO I;Bosque;15052-130;MICRO EMPRESA;03/02/5611;
ESPETARIA SERV FESTA BARONESA;;Outros;(17) 98193-8015;*;;*;*;*;*;;;0;0;48.793.399/0001-31;AVENIDA MAJOR LEO LERRO, 1360;VILA SÃO JUDAS TADEU;Vila Toninho;15075-230;MICRO EMPRESA;03/02/5611;
NONNA SORVETERIA;;Sorveteria/ Açaí/ Doceria;*;*;;*;*;*;*;;;0;0;21.225.977/0001-87;AVENIDA FARIA LIMA - BRIGADEIRO, 5866;VILA SÃO MANOEL;HB;15090-000;MICRO EMPRESA;03/02/5611;
ÉAKI LANCHES;;Lanchonetes/Hamburguerias;(17)930111509;E Aki Lanches;1100;Ativo;https://www.ifood.com.br/delivery/sao-jose-do-rio-preto-sp/e-aki-lanches-vila-sao-manoel;*;*;4,3;4,9;560;7;39.765.480/0001-17;RUA TEODORO DELMONTE, 516;VILA SÃO MANOEL;HB;15091-260;MICRO EMPRESA;03/02/5611;
